date,open,high,low,close,volume,sma_10,sma_20,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower,ret_1d
2024-01-17,7.199999809265137,7.199999809265137,6.150000095367432,7.099999904632568,3220424,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,50.0,0.0,0.0,0.0,7.099999904632568,7.099999904632568,7.099999904632568,0.0
2024-01-19,6.349999904632568,6.599999904632568,6.199999809265137,6.25,2310533,6.674999952316284,6.674999952316284,6.96923068853525,7.03703694873386,50.0,-0.06780626019861025,-0.01356125203972205,-0.0542450081588882,7.8770813454635,6.674999952316284,5.472918559169068,-0.11971829803518241
2024-01-23,6.300000190734863,6.550000190734863,6.150000095367432,6.199999809265137,1076212,6.516666571299235,6.516666571299235,6.850887476339848,6.975034197662103,50.0,-0.1241467213222549,-0.03567834589622862,-0.08846837542602629,7.528265974426212,6.516666571299235,5.505067168172259,-0.008000030517578138
2024-01-24,6.25,6.300000190734863,6.199999809265137,6.25,674329,6.449999928474426,6.449999928474426,6.75844324921064,6.921327960798243,50.0,-0.1628847115876031,-0.06111961903450352,-0.10176509255309957,7.317947677585163,6.449999928474426,5.582052179363689,0.00806454714081517
2024-01-25,6.300000190734863,6.349999904632568,6.150000095367432,6.199999809265137,925304,6.399999904632568,6.399999904632568,6.672528873834409,6.867896245869865,50.0,-0.19536737203545584,-0.08796916963469399,-0.10739820240076185,7.184219273861308,6.399999904632568,5.615780535403828,-0.008000030517578138
2024-01-29,6.25,6.349999904632568,6.199999809265137,6.25,1674202,6.374999920527141,6.374999920527141,6.607524431706039,6.822126153583208,50.0,-0.21460172187716964,-0.11329568008318913,-0.1013060417939805,7.087039242605169,6.374999920527141,5.6629605984491125,0.00806454714081517
2024-01-30,6.300000190734863,6.300000190734863,6.199999809265137,6.25,740450,6.357142789023263,6.357142789023263,6.552520672982033,6.77974643850297,50.0,-0.2272257655209371,-0.13608169717073873,-0.09114406835019837,7.013975002679403,6.357142789023263,5.700310575367124,0.0
2024-01-31,6.300000190734863,6.300000190734863,6.199999809265137,6.300000190734863,803154,6.349999964237213,6.349999964237213,6.51367136802093,6.744209679409036,50.0,-0.23053831138810654,-0.1549730200142123,-0.07556529137389426,6.959449342102836,6.349999964237213,5.74055058637159,0.008000030517578027
2024-02-01,6.300000190734863,6.389999866485596,6.210000038146973,6.269999980926514,744161,6.341111077202691,6.341111077202691,6.476183462314096,6.709083035076998,50.0,-0.23289957276290174,-0.17055833056395017,-0.06234124219895157,6.913688075881336,6.341111077202691,5.768534078524046,-0.004761937920647941
2024-02-02,6.28000020980835,6.380000114440918,6.269999980926514,6.320000171661377,1218409,6.33899998664856,6.33899998664856,6.4521552637521395,6.680262082231397,50.0,-0.22810681847925718,-0.1820680281470116,-0.04603879033224559,6.878995847592034,6.33899998664856,5.7990041257050855,0.007974512103184228
2024-02-05,6.329999923706055,6.900000095367432,6.210000038146973,6.230000019073486,3527274,6.251999998092652,6.329090898687189,6.417977533801578,6.646909336812292,50.0,-0.22893180301071414,-0.1914407831197521,-0.03749101989096204,6.845575494699913,6.329090898687189,5.812606302674466,-0.014240530085971814
2024-02-06,6.300000190734863,6.349999904632568,6.21999979019165,6.239999771118164,2407249,6.250999975204468,6.3216666380564375,6.390596339542591,6.616767887501616,50.0,-0.22617154795902472,-0.19838693608760663,-0.02778461187141809,6.816794404140975,6.3216666380564375,5.8265388719719,0.0016050966314706816
2024-02-07,6.239999771118164,6.349999904632568,6.230000019073486,6.25,1190433,6.255999994277954,6.316153819744404,6.368966133459115,6.589599895834829,50.0,-0.22063376237571397,-0.20283630134522812,-0.01779746103048585,6.791866499104645,6.316153819744404,5.840441140384162,0.0016026008411285098
2024-02-08,6.25,6.349999904632568,6.210000038146973,6.21999979019165,1060894,6.252999973297119,6.3092856747763495,6.34604823449489,6.562222110231631,50.0,-0.2161738757367413,-0.20550381622353076,-0.01067005951321054,6.769216391129719,6.3092856747763495,5.84935495842298,-0.004800033569335893
2024-02-09,6.340000152587891,6.340000152587891,6.21999979019165,6.239999771118164,857010,6.256999969482422,6.30466661453247,6.329733086283086,6.538353788815819,3.0672581262219722,-0.20862070253273313,-0.20612719348537126,-0.0024935090473618693,6.749308800751581,6.30466661453247,5.86002442831336,0.0032154311255849777
2024-02-12,6.239999771118164,6.420000076293945,6.199999809265137,6.210000038146973,1484780,6.252999973297119,6.298749953508377,6.311312617339068,6.514031288766275,3.046953116042147,-0.20271867142720712,-0.20544548907373844,0.002726817646531321,6.730915048141358,6.298749953508377,5.866584858875396,-0.004807649690957594
2024-02-13,6.210000038146973,6.289999961853027,6.0,6.21999979019165,785822,6.249999952316284,6.294117590960334,6.297264490085619,6.492251177760747,3.2768007642044807,-0.1949866876751276,-0.20335372879401628,0.008367041118888668,6.714299634168085,6.294117590960334,5.873935547752583,0.0016102660198471508
2024-02-14,6.230000019073486,6.260000228881836,6.119999885559082,6.139999866485596,840301,6.233999919891358,6.285555495156182,6.273069932608693,6.466158488036662,3.211211532735561,-0.19308855542796888,-0.2013006941208068,0.008212138692837934,6.699615593099396,6.285555495156182,5.871495397212969,-0.012861724502339578
2024-02-15,6.210000038146973,6.210000038146973,6.110000133514404,6.130000114440918,1660868,6.219999933242798,6.277368369855378,6.2510591913521125,6.44125786777031,3.2025823997834806,-0.19019867641819754,-0.19908029058028498,0.008881614162087437,6.686043308621169,6.277368369855378,5.8686934310895875,-0.0016286241469254392
2024-02-16,6.130000114440918,6.239999771118164,6.130000114440918,6.170000076293945,801705,6.204999923706055,6.271999955177307,6.23858855826624,6.42116469803132,4.310273302405335,-0.18257613976507958,-0.19577946041724392,0.013203320652164341,6.672662558485924,6.271999955177307,5.87133735186869,0.006525279136422313
2024-02-19,6.179999828338623,6.340000152587891,6.170000076293945,6.210000038146973,1049370,6.202999925613403,6.227499961853027,6.234190324401737,6.40552287137322,5.475164679540072,-0.1713325469714828,-0.19089007772809172,0.019557530756608904,6.320604389159501,6.227499961853027,6.134395534546553,0.006482975908981503
2024-02-20,6.210000038146973,6.340000152587891,6.170000076293945,6.190000057220459,629386,6.197999954223633,6.224499964714051,6.227391821758464,6.389558218473016,5.439508528069183,-0.1621663967145519,-0.18514534152538376,0.022978944810831847,6.31841488118913,6.224499964714051,6.130585048238971,-0.003220608825065585
2024-02-21,6.190000057220459,6.269999980926514,6.190000057220459,6.199999809265137,1778125,6.192999935150146,6.224499964714051,6.22317766599026,6.375516854827987,5.769932172292471,-0.15233918883772724,-0.17858411098785246,0.02624492215012522,6.31841488118913,6.224499964714051,6.130585048238971,0.001615468812962817
2024-02-22,6.210000038146973,6.25,6.179999828338623,6.199999809265137,604906,6.190999937057495,6.221999955177307,6.219611841878702,6.362515592193702,5.769932172292471,-0.1429037503149999,-0.17144803885328194,0.02854428853828203,6.315718525670073,6.221999955177307,6.128281384684541,0.0
2024-02-23,6.199999809265137,6.340000152587891,6.159999847412109,6.159999847412109,712312,6.182999944686889,6.219999957084656,6.2104407658069185,6.347514425913584,5.6778897449131875,-0.13707366010666533,-0.16457316310395864,0.027499502997293312,6.317332881959798,6.219999957084656,6.122667032209513,-0.0064516069489635175
2024-02-26,6.159999847412109,6.21999979019165,6.110000133514404,6.190000057220459,868541,6.1809999465942385,6.216999959945679,6.207296041409002,6.335846694899279,6.877721488057205,-0.12855065349027672,-0.15736866118122228,0.028818007690945557,6.314138015275329,6.216999959945679,6.1198619046160285,0.004870164050564618
2024-02-27,6.199999809265137,6.289999961853027,6.190000057220459,6.199999809265137,623489,6.178999948501587,6.2144999504089355,6.2061735441560995,6.325783962630083,7.301005131538062,-0.11961041847398324,-0.14981701263977448,0.030206594165791245,6.310630410058116,6.2144999504089355,6.118369490759755,0.001615468812962817
2024-02-28,6.199999809265137,6.210000038146973,6.110000133514404,6.179999828338623,1293443,6.182999944686889,6.208499932289124,6.202146818645718,6.314985137867752,7.23021799926066,-0.11283831922203369,-0.14242127395622634,0.029582954734192646,6.296823527541602,6.208499932289124,6.1201763370366455,-0.0032258034744817587
2024-02-29,6.179999828338623,6.300000190734863,6.179999828338623,6.210000038146973,769739,6.190999937057495,6.205499935150146,6.203355006261296,6.307208463814361,8.660785424044505,-0.10385345755306563,-0.1347077106755942,0.03085425312252857,6.28897072134198,6.205499935150146,6.122029148958313,0.004854403016450348
2024-03-01,6.210000038146973,6.329999923706055,6.170000076293945,6.21999979019165,799714,6.1959999084472654,6.2004999160766605,6.205915742250581,6.3007485620645305,9.163603999314432,-0.09483281981394942,-0.12673273250326525,0.03189991268931583,6.264891735630546,6.2004999160766605,6.136108096522775,0.0016102660198471508
2024-03-04,6.300000190734863,6.420000076293945,6.28000020980835,6.320000171661377,1850862,6.206999921798706,6.204999923706055,6.223467192929165,6.302174607219852,14.247514161933793,-0.07870741429068673,-0.11712766886074956,0.03842025457006283,6.28797107805392,6.204999923706055,6.122028769358189,0.016077232289849475
2024-03-05,6.329999923706055,6.610000133514404,6.300000190734863,6.420000076293945,2196606,6.229999923706055,6.213999938964844,6.253703021139131,6.310902419743859,19.122234751821665,-0.05719939860472767,-0.10514201480954519,0.04794261620481752,6.340557668630761,6.213999938964844,6.087442209298927,0.015822769290571248
2024-03-06,6.420000076293945,6.650000095367432,6.400000095367432,6.440000057220459,1676625,6.253999948501587,6.2234999418258665,6.282364103613181,6.320465207705088,20.100511402408387,-0.03810110409190681,-0.09173383266601752,0.05363272857411071,6.385107085965915,6.2234999418258665,6.061892797685818,0.0031152617895386925
2024-03-07,6.460000038146973,6.639999866485596,6.449999809265137,6.510000228881836,3303128,6.284999990463257,6.237999963760376,6.317385045962205,6.334504838903366,23.584434680687025,-0.01711979294116084,-0.07681102472104619,0.05969123177988535,6.444178363071009,6.237999963760376,6.031821564449743,0.01086959177630642
2024-03-11,6.510000228881836,7.0,6.510000228881836,6.579999923706055,3793492,6.326999998092651,6.25499997138977,6.357787334845875,6.352689659999862,27.011789171677876,0.005097674846012978,-0.060429284807634355,0.06552695965364733,6.51174077732828,6.25499997138977,5.998259165451261,0.010752640915996148
2024-03-12,6.679999828338623,6.900000095367432,6.53000020980835,6.559999942779541,2152188,6.36399998664856,6.272499966621399,6.388896966835669,6.368045977242801,26.64408703183078,0.020850989592868352,-0.044173229927533815,0.06502421952040216,6.5619550767507775,6.272499966621399,5.98304485649202,-0.0030395108143480565
2024-03-13,6.840000152587891,6.840000152587891,6.400000095367432,6.5,2091871,6.394000005722046,6.286499977111816,6.405989741168643,6.37782034929889,25.521661125788356,0.028169391869752758,-0.0297047055680765,0.05787409743782926,6.591909186462682,6.286499977111816,5.981090767760951,-0.009146332820563763
2024-03-14,6.5,6.699999809265137,6.269999980926514,6.53000020980835,2481571,6.429000043869019,6.305999994277954,6.425068274805521,6.38909293155885,27.173636622144613,0.03597534324667073,-0.016568695805127053,0.05254403905179779,6.621654801410416,6.305999994277954,5.9903451871454925,0.00461541689359235
2024-03-15,6.53000020980835,6.75,6.53000020980835,6.53000020980835,966081,6.461000061035156,6.325999999046326,6.441211649421341,6.39953050772548,27.173636622144613,0.0416811416958609,-0.004918728304929463,0.04659987000079036,6.6453679380010895,6.325999999046326,6.006632060091563,0.0
2024-03-18,6.53000020980835,6.690000057220459,6.449999809265137,6.510000228881836,807064,6.4900001049041744,6.34300000667572,6.451794507799878,6.407713450033358,26.715482811709236,0.04408105776651983,0.004881228909360396,0.03919982885715943,6.663598307733634,6.34300000667572,6.022401705617807,-0.003062784116985573
2024-03-19,6.510000228881836,6.690000057220459,6.510000228881836,6.519999980926514,744449,6.510000085830688,6.358500003814697,6.462287657511668,6.416030970840259,27.37480122778129,0.04625668667140914,0.013156320461770146,0.03310036620963899,6.681986125399621,6.358500003814697,6.035013882229774,0.0015360601679110797
2024-03-20,6.519999980926514,6.599999904632568,6.510000228881836,6.510000228881836,1639836,6.519000101089477,6.374500012397766,6.469628053107079,6.422991656621116,27.112118742292395,0.04663639648596263,0.019852335666608642,0.026784060819353986,6.694531463903373,6.374500012397766,6.0544685608921585,-0.0015337043058175626
2024-03-21,6.510000228881836,6.760000228881836,6.510000228881836,6.650000095367432,1496415,6.540000104904175,6.397000026702881,6.49737759807021,6.43980709652825,36.324568137004725,0.057570501541960084,0.02739596884167893,0.030174532700281153,6.7284468007815805,6.397000026702881,6.0655532526241815,0.021505355078864863
2024-03-22,6.650000095367432,6.889999866485596,6.559999942779541,6.579999923706055,1074212,6.547000074386597,6.416000032424927,6.5100887250911095,6.450191750393273,34.00993703792231,0.05989697469783639,0.033896170012910426,0.026000804684925966,6.7434400073204435,6.416000032424927,6.088560057529411,-0.010526341452256616
2024-03-26,6.579999923706055,6.630000114440918,6.300000190734863,6.590000152587891,705756,6.54800009727478,6.437500047683716,6.522382790859845,6.460547928333615,34.650583682214275,0.06183486252622927,0.0394839085155742,0.022350954010655073,6.750305817409597,6.437500047683716,6.124694277957834,0.0015197916410010226
2024-03-27,6.590000152587891,6.639999866485596,6.340000152587891,6.590000152587891,595939,6.551000118255615,6.457500052452088,6.532785461894928,6.470136981982081,34.650583682214275,0.0626484799128475,0.04411682279502886,0.018531657117818637,6.754423015481515,6.457500052452088,6.16057708942266,0.0
2024-03-28,6.599999904632568,6.659999847412109,6.599999904632568,6.639999866485596,825608,6.565000104904175,6.47950005531311,6.549279985678107,6.4827194178712295,38.13334410341025,0.06656056780687791,0.048605571797398675,0.017954996009479238,6.7608858076702445,6.47950005531311,6.198114302955976,0.007587209823973984
2024-04-01,6.639999866485596,6.989999771118164,6.599999904632568,6.840000152587891,2070013,6.596000099182129,6.512500071525574,6.594006165202689,6.509184657479871,49.6846301362391,0.08482150772281827,0.0558487589824826,0.028972748740335667,6.800716048845746,6.512500071525574,6.2242840942054025,0.030120525621057048
2024-04-02,7.179999828338623,7.190000057220459,6.820000171661377,6.849999904632568,3621265,6.628000068664551,6.544500064849854,6.63338981742267,6.534430231343034,50.18544047818037,0.09895958607963617,0.06447092440191332,0.034488661677722854,6.833416374427765,6.544500064849854,6.255583755271942,0.0014619520207019843
2024-04-03,6.849999904632568,7.03000020980835,6.849999904632568,6.909999847412109,3309394,6.668000030517578,6.579000067710877,6.675945206651814,6.562250202903706,53.19570470859515,0.11369500374810837,0.07431574027115234,0.03937926347695603,6.869545714117287,6.579000067710877,6.288454421304467,0.008759115856186162
2024-04-04,6.909999847412109,7.190000057220459,6.670000076293945,6.940000057220459,3176763,6.710000038146973,6.61000006198883,6.716569029816221,6.590231673593836,54.670683031912645,0.1263373562223853,0.08472006346139893,0.04161729276098636,6.9160787321082235,6.61000006198883,6.303921391869437,0.004341564467557069
2024-04-05,6.940000057220459,7.190000057220459,6.800000190734863,6.920000076293945,2196183,6.751000022888183,6.635000061988831,6.747866113889717,6.614658962682733,53.461121503377825,0.13320715120698434,0.09441748101051602,0.038789670196468326,6.957000303159019,6.635000061988831,6.312999820818643,-0.0028818416083016274
2024-04-08,6.920000076293945,7.139999866485596,6.920000076293945,7.059999942779541,3565357,6.792000007629395,6.6660000562667845,6.79588670294969,6.647647183430645,60.113567829980006,0.1482395195190449,0.1051818887122218,0.04305763080682311,7.026081813546746,6.6660000562667845,6.305918298986823,0.02023119435579157
2024-04-09,7.059999942779541,7.5,7.059999942779541,7.150000095367432,6165294,6.849000024795532,6.698000049591064,6.850365686398574,6.684858510240777,63.70533792895123,0.16550717615779664,0.11724694620133677,0.04826022995645987,7.109753614596022,6.698000049591064,6.286246484586107,0.012747897070443548
